normalized_form	reading	japanese_text	english_text
一部	イチブ	屋根の一部が吹っ飛んだ。	Part of the roof blew off.
気絶	キゼツ	気絶しそうだ。	I think I'm going to faint.
青白い	アオジロイ	具合が悪いの？顔が青白いよ。	Are you sick? You look pale.
浮かべる	ウカベル	母は涙を浮かべていた。	My mother was in tears.
裁縫	サイホウ	彼女は裁縫が上手です。	She can sew very well.
差し出す	サシダス	彼女は手を差し出した。	She held out her hand.
スタイル	スタイル	彼女はスタイルがいい。	She has a good figure.
縫う	ヌウ	これ手で縫ったの？	Did you sew this by hand?
ニューヨーク	ニューヨーク	ニューヨークは大きな都市だ。	New York is a big city.
今家	イマイエ	彼は今家にいます。	He's at home right now.
歌唱法	カショウホウ	彼女は私達に歌唱法を教授してくれた。	She taught us singing.
外れ	ハズレ	彼女は調子外れに歌う。	She sings out of tune.
逆立ち	サカダチ	彼女は逆立ちをした。	She stood on her head.
パンプス	パンプス	彼女はパンプスをはいていた。	She was wearing pumps.
断つ	タツ	彼女は自らの命を絶った。	She took her own life.
自ら	ミズカラ	彼女は自らの命を絶った。	She took her own life.
ポルトガル語	ポルトガルゴ	彼女はポルトガル語を話します。	She speaks Portuguese.
雑草	ザッソウ	彼女は庭の雑草を抜いた。	She weeded the garden.
極まる	キワマル	彼女は感極まって泣いた。	She wept with emotion.
120	イチニレイ	彼女は体重が１２０ポンドある。	She weighs 120 pounds.
81	ハチイチ	彼女は８１才になった。	She turned eighty-one.
滑り出し	スベリダシ	彼女は順調な滑り出しを切っている。	She's off and running.
洒落る	シャレル	彼女しゃれた格好してるね。	She's smartly dressed.
無知	ムチ	彼女はかなり無知である。	She's rather clueless.
具体的	グタイテキ	具体的に何を見たの？	What did you see exactly?
表す	アラワス	沈黙は同意を表す。	Silence gives consent.
負かす	マカス	いつか負かしてやる！	Someday I'll beat you.
すむ	スマ	すまんミスった。	Sorry, I made a mistake.
クオリティー	クオリティ	音のクオリティが大事だ。	Sound quality matters.
流れ	ナガレ	流れはさほど速くない。	The stream isn't very swift.
呉々	クレグレ	くれぐれもお体をお大事に。	Take care of yourself.
御玉杓子	オタマジャクシ	おたまじゃくしみたいね。	It looks like a tadpole.
使い方	ツカイカタ	使い方教えて。	Tell me how to use it.
感想	カンソウ	感想聞かせてね。	Tell me your thoughts.
城	シロ	この城は美しい。	The castle is beautiful.
ベビーカー	ベビーカー	そのベビーカーはうちのです。	That stroller is ours.
賢明	ケンメイ	あれは賢明だったな。	That was a smart move.
好評	コウヒョウ	その劇は好評だった。	That play was popular.
あー	ア	ざまあ見ろ。	That serves you right.
嘘八百	ウソハッピャク	あれは嘘八百だ。	That's a pack of lies.
嘘っぱち	ウソッパチ	それは嘘っぱちだよ。	That's a flat-out lie.
別問題	ベツモンダイ	それは別問題だ。	That's another matter.
もみ	モミ	それって、もみの木じゃないよ。	That's not a fir tree.
北斗七星	ホクトシチセイ	あれは北斗七星だよ。	That's the Big Dipper.
にこ	ニコッ	赤ちゃんが僕に、ニコッとしてくれたんだ。	The baby smiled at me.
ナイル	ナイル	ナイル川はアフリカにあります。	The Nile is in Africa.
燃え尽きる	モエツキ	ロウソクが燃え尽きた。	The candle burned out.
チキン	チキン	チキン美味しかった。	The chicken was great.
又もや	マタモヤ	またもや、バスが遅れてる。	The bus is late again.
引き出し	ヒキダシ	机の引き出しが開いている。	The desk drawer is open.
かちり	カチリ	ドアがカチリと音をたてて閉まった。	The door clicked shut.
群集	グンシュウ	群衆は静かになった。	The crowd calmed down.
フォント	フォント	フォントが大きすぎます。	The font is too large.
処刑	ショケイ	王は処刑された。	The king was executed.
王	オウ	王は処刑された。	The king was executed.
蛇口	ジャグチ	蛇口が水漏れしてるんです。	The faucet is leaking.
水漏れ	ミズモレ	蛇口が水漏れしてるんです。	The faucet is leaking.
切れ	キレ	鮭を３切れ下さい。	Give me three pieces of salmon.
薬缶	ヤカン	薬缶のお湯が沸いている。	The kettle is boiling.
実験	ジッケン	実験は成功だった。	The experiment succeeded.
家賃	ヤチン	家賃は払った？	Have you paid the rent?
棚	タナ	棚は空っぽです。	The shelves are empty.
水位	スイイ	川の水位が非常に低い。	The river is very low.
外部	ガイブ	秘密が外部に漏れた。	The secret leaked out.
汁	シル	お汁はまだ熱いよ。	The soup is still hot.
ぱちん	パチン	シャボン玉がパチンと割れた。	The soap bubble burst.
つるんつるん	ツルンツルン	道路はつるんつるんだった。	The road was slippery.
すばしこい	スバシッコク	その泥棒はすばしっこく走った。	The thief ran quickly.
潮	シオ	潮が満ち始めている。	The tide is coming in.
生温い	ナマヌルイ	その水、生ぬるいよ。	The water is lukewarm.
条約	ジョウヤク	その条約は調印された。	The treaty was signed.
調印	チョウイン	その条約は調印された。	The treaty was signed.
天候	テンコウ	天候が急に変化した。	There was a sudden change in the weather.
1954	イチキュウゴヨン	その戦争は１９５４年に終わった。	The war ended in 1954.
1941	イチキュウヨンイチ	開戦は、1941年だった。	The war began in 1941.
開戦	カイセン	開戦は、1941年だった。	The war began in 1941.
手洗い	テアライ	お手洗はありませんでした。	There was no bathroom.
足跡	アシアト	足跡があったの。	There were footprints.
かっ	カッ	このリンゴ、でかっ。	These apples are huge.
せっせと	セッセト	彼女は髪をせっせと直していた。	She was busy doing her hair.
憎み合う	ニクミアッ	二人は互いに憎み合っていた。	They hated each other.
ふかふか	フカフカ	このベッド、ふかふか。	This bed is very soft.
だに	ダニ	このドア、微動だにしないよ。	This door won't budge.
微動	ビドウ	このドア、微動だにしないよ。	This door won't budge.
庭園	テイエン	この庭園、素敵ね。	This garden is lovely.
ブラウス	ブラウス	コットンブラウスです。	This blouse is cotton.
綿	メン	このブラウスは綿100%です。	This blouse is cotton.
社用車	シャヨウシャ	これは社用車です。	This is a company car.
継母	ママハハ	こちらは、継母です。	This is my stepmother.
基づく	モトヅク	実話に基づいています。	It's based on a true story.
赤ペン	アカペン	これは、私の赤ペンよ。	This is my red pencil.
町役場	マチヤクバ	これが町役場です。	This is the Town Hall.
非常口	ヒジョウグチ	こちらが非常口になります。	This is the fire exit.
役場	ヤクバ	ここが役場です。	This is the Town Hall.
明確	メイカク	明確な返事が欲しい。	Give me a definite answer.
3000	サンレイレイレイ	新しいＣＤに３０００円払った。	I spent 3,000 yen on a new CD.
公式	コウシキ	この報道は公式のものだ。	This news is official.
報道	ホウドウ	この報道は公式のものだ。	This news is official.
貸間	カシマ	この部屋は貸間です。	This room is for rent.
フリー	フリー	このソフトはフリーです。	This software is free.
ソフト	ソフト	このソフトはフリーです。	This software is free.
貸し	カシ	これは貸室です。	This room is for rent.
室	ムロ	これは貸室です。	This room is for rent.
要人	ヨウジン	この部屋は要人用です。	This room is for VIPs.
糸	イト	この糸は丈夫だよ。	This string is strong.
儲かる	モウカル	弁護士は儲かる。	Lawyers make a lot of money.
教科書	キョウカショ	教科書は、高い。	Textbooks are expensive.
ソフトウェア	ソフトウェア	このソフトウェアは無料です。	This software is free.
スーツケース	スーツケース	そのスーツケース重い？	Are your suitcases heavy?
雨雲	アマグモ	雨雲が出てるよ。	Those are rain clouds.
癒す	イヤシ	時はすべての傷を癒してくれる。	Time heals all wounds.
解決	カイケツ	彼は難問を解決した。	He solved the difficult problem.
歳月	サイゲツ	歳月人を待たず。	Time waits for no one.
さっ	サッ	彼女は服をさっと着た。	She slipped into her clothes.
願い出る	ネガイデ	トムは昇給を願い出た。	Tom asked for a raise.
昇給	ショウキュウ	トムは昇給を願い出た。	Tom asked for a raise.
今朝	ケサ	今朝の虹みた？	Did you see the rainbow this morning?
泥沼	ドロヌマ	トムは泥沼にはまった。	Tom fell into the mud.
嵌まる	ハマル	トムは泥沼にはまった。	Tom fell into the mud.
爆発	バクハツ	トムは怒りを爆発させた。	Tom exploded in anger.
転た寝	ウタタネ	トムがソファーでうたた寝してたよ。	Tom dozed on the sofa.
膨れる	フクレル	トムってすぐ膨れるよね。	Tom gets cross easily.
正当	セイトウ	トムには正当な理由があった。	Tom had a good reason.
26	ニロク	トムは26歳で結婚した。	Tom got married at 26.
熱中症	ネッチュウショウ	トムって、熱中症になったんだよ。	Tom had a heat stroke.
脳腫瘍	ノウシュヨウ	トムには脳腫瘍があった。	Tom had a brain tumor.
場違い	バチガイ	彼の意見は本当に場違いだった。	His remark was really out of line.
外車	ガイシャ	彼女は外車に乗っている。	She drives an imported car.
ピアス	ピアス	耳にピアス開けたいのよ。	I want to get my ears pierced.
